host_identity_verified,instant_bookable,construction_year,price,minimum_nights,number_of_reviews,reviews_per_month,review_rate_number,availability_365,cancellation_policy_moderate,cancellation_policy_strict,room_type_Hotel room,room_type_Private room,room_type_Shared room,last_review_year,last_review_month,days_since_last_review,property_age,neighbourhood_freq
0,1,2021.0,783.0,5.0,19.0,0.28,5.0,295.0,False,True,False,False,False,2018,8,2502,4.0,520
0,1,2010.0,932.0,3.0,38.0,0.59,4.0,358.0,False,False,False,True,False,2019,6,2190,15.0,1323
0,1,2007.0,954.0,3.0,12.0,0.19,5.0,102.0,True,False,False,False,False,2019,1,2365,18.0,1382
0,1,2018.0,415.0,5.0,3.0,0.16,3.0,255.0,False,True,False,True,False,2019,1,2364,7.0,1470
0,0,2004.0,305.0,1.0,93.0,1.38,3.0,197.0,False,False,False,True,False,2019,4,2255,21.0,3541
0,0,2006.0,908.0,3.0,49.0,0.77,4.0,365.0,True,False,False,True,False,2019,4,2252,19.0,249
1,0,2012.0,52.0,2.0,5.0,0.07,2.0,310.0,False,False,False,False,False,2016,1,3462,13.0,1323
0,0,2008.0,1039.0,3.0,1.0,0.01,1.0,46.0,False,False,False,False,False,2014,1,4191,17.0,767
1,0,2019.0,784.0,7.0,6.0,0.11,1.0,161.0,False,True,False,False,False,2016,3,3378,6.0,1382
1,1,2011.0,1014.0,4.0,37.0,0.97,3.0,353.0,False,False,False,True,False,2019,6,2186,14.0,1026
1,0,2009.0,755.0,5.0,19.0,0.33,5.0,348.0,False,True,False,False,False,2019,6,2204,16.0,1337
0,0,2006.0,211.0,5.0,7.0,0.32,5.0,10.0,False,True,False,False,False,2019,6,2200,19.0,1535
1,1,2012.0,616.0,4.0,2.0,0.03,2.0,355.0,False,True,False,False,False,2014,12,3828,13.0,1470
1,0,2014.0,187.0,3.0,97.0,2.39,5.0,134.0,True,False,False,True,False,2019,7,2185,11.0,1205
0,1,2013.0,516.0,1.0,3.0,0.04,2.0,59.0,True,False,False,False,False,2014,8,3980,12.0,260
1,1,2010.0,600.0,1.0,7.0,0.1,1.0,304.0,False,False,False,False,True,2016,11,3132,15.0,3087
1,0,2015.0,728.0,2.0,18.0,0.26,3.0,108.0,False,True,False,False,False,2019,6,2194,10.0,323
0,0,2011.0,515.0,4.0,9.0,0.13,5.0,336.0,False,True,False,True,False,2018,10,2446,14.0,189
0,0,2020.0,294.0,2.0,19.0,0.79,4.0,225.0,False,False,False,True,False,2018,1,2724,5.0,189
0,1,2019.0,498.0,2.0,4.0,0.12,5.0,137.0,True,False,False,False,False,2018,11,2403,6.0,1337
0,0,2011.0,1130.0,2.0,36.0,0.57,1.0,345.0,False,False,False,True,False,2016,6,3300,14.0,249
1,0,2012.0,970.0,5.0,9.0,0.13,1.0,319.0,False,False,False,False,False,2016,1,3457,13.0,452
1,1,2016.0,617.0,1.0,13.0,0.49,1.0,224.0,True,False,False,True,False,2018,12,2397,9.0,2017
1,1,2014.0,63.0,1.0,78.0,1.81,5.0,309.0,False,True,False,False,False,2019,6,2195,11.0,249
1,1,2003.0,608.0,2.0,17.0,0.55,5.0,16.0,False,True,False,False,False,2019,1,2365,22.0,1382
0,0,2007.0,117.0,4.0,20.0,0.3,2.0,69.0,False,True,False,False,False,2018,12,2367,18.0,128
0,0,2008.0,1080.0,3.0,16.0,0.24,2.0,129.0,False,True,False,False,False,2016,10,3174,17.0,1535
0,0,2009.0,73.0,6.0,4.0,0.06,5.0,74.0,False,False,False,False,False,2016,4,3363,16.0,1026
0,1,2009.0,676.0,1.0,31.0,0.46,3.0,277.0,True,False,False,True,False,2019,6,2194,16.0,1323
0,1,2019.0,773.0,3.0,1.0,0.05,3.0,225.0,False,True,False,False,False,2018,1,2731,6.0,836
1,1,2012.0,590.0,2.0,7.0,0.11,1.0,307.0,False,False,False,True,False,2018,5,2581,13.0,3087
0,0,2006.0,384.0,3.0,19.0,0.56,5.0,113.0,False,True,False,False,False,2019,7,2179,19.0,836
0,1,2015.0,842.0,3.0,1.0,0.02,5.0,299.0,False,True,False,False,False,2015,7,3624,10.0,323
1,0,2003.0,946.0,3.0,26.0,0.41,1.0,55.0,True,False,False,True,False,2019,3,2294,22.0,519
0,0,2007.0,518.0,7.0,57.0,0.89,4.0,294.0,False,True,False,False,False,2019,5,2222,18.0,2418
0,0,2019.0,987.0,3.0,82.0,1.37,5.0,225.0,True,False,False,False,False,2019,1,2366,6.0,147
0,1,2021.0,581.0,3.0,11.0,0.16,3.0,82.0,True,False,False,True,False,2016,6,3304,4.0,1323
0,1,2008.0,245.0,4.0,12.0,0.2,2.0,217.0,False,True,False,False,False,2018,1,2731,17.0,2418
0,1,2013.0,560.0,4.0,72.0,1.1,5.0,318.0,False,False,False,False,False,2019,5,2228,12.0,2418
1,1,2011.0,1098.0,1.0,67.0,0.99,1.0,150.0,False,True,False,True,False,2019,1,2345,14.0,17
0,0,2016.0,1054.0,5.0,25.0,0.37,3.0,176.0,True,False,False,False,False,2019,6,2203,9.0,1382
0,0,2009.0,1045.0,1.0,2.0,0.03,5.0,271.0,False,True,False,False,False,2015,12,3464,16.0,836
0,0,2003.0,499.0,3.0,1.0,0.03,4.0,263.0,True,False,False,False,False,2016,8,3222,22.0,379
0,1,2005.0,197.0,4.0,11.0,0.17,1.0,58.0,False,True,False,False,False,2016,9,3213,20.0,260
0,1,2010.0,722.0,2.0,2.0,0.5,4.0,80.0,True,False,False,True,False,2019,4,2262,15.0,2017
1,1,2007.0,242.0,5.0,37.0,0.55,5.0,314.0,False,False,False,False,False,2019,6,2207,18.0,1337
0,0,2010.0,1089.0,2.0,11.0,0.16,4.0,206.0,False,False,False,False,False,2015,5,3681,15.0,1535
1,1,2022.0,1104.0,1.0,89.0,1.39,5.0,71.0,False,True,False,True,False,2019,4,2253,3.0,2017
1,0,2012.0,1074.0,2.0,3.0,0.04,4.0,365.0,True,False,False,False,False,2016,8,3221,13.0,1470
1,0,2016.0,862.0,1.0,56.0,0.83,2.0,282.0,False,True,False,False,False,2016,6,3298,9.0,279
0,0,2004.0,777.0,1.0,1.0,0.04,2.0,21.0,False,False,False,True,False,2017,8,2873,21.0,335
0,1,2010.0,376.0,2.0,1.0,0.02,1.0,14.0,False,True,False,False,False,2014,9,3943,15.0,66
0,0,2007.0,430.0,2.0,4.0,0.06,1.0,295.0,True,False,False,False,False,2019,1,2365,18.0,400
1,1,2003.0,624.0,5.0,54.0,0.9,5.0,332.0,False,True,False,False,False,2019,6,2215,22.0,1205
1,1,2008.0,130.0,3.0,58.0,0.97,1.0,350.0,False,False,False,False,False,2017,1,3096,17.0,2418
1,1,2016.0,103.0,7.0,1.0,0.02,2.0,346.0,True,False,False,True,False,2015,9,3558,9.0,2418
1,1,2005.0,832.0,5.0,8.0,0.12,1.0,203.0,False,False,False,False,False,2019,1,2366,20.0,1323
1,1,2009.0,181.0,5.0,4.0,0.08,2.0,149.0,False,True,False,False,False,2016,4,3350,16.0,323
1,1,2003.0,760.0,7.0,7.0,0.12,4.0,147.0,True,False,False,True,False,2018,10,2444,22.0,1026
0,1,2022.0,624.0,1.0,1.0,0.01,5.0,166.0,False,True,False,True,False,2013,12,4210,3.0,1026
1,1,2022.0,406.0,7.0,3.0,0.09,5.0,299.0,False,True,False,False,False,2019,5,2223,3.0,1337
0,1,2011.0,468.0,7.0,3.0,0.04,5.0,82.0,False,True,False,False,False,2016,1,3458,14.0,1323
1,0,2006.0,808.0,1.0,1.0,0.02,3.0,256.0,False,True,False,False,False,2014,8,3962,19.0,27
1,1,2010.0,528.0,2.0,14.0,0.21,4.0,258.0,True,False,False,False,False,2018,7,2538,15.0,1470
0,0,2015.0,929.0,4.0,19.0,0.31,5.0,359.0,True,False,False,True,False,2019,4,2267,10.0,2418
1,1,2022.0,1032.0,3.0,2.0,0.08,4.0,97.0,True,False,False,False,False,2017,7,2891,3.0,1205
0,1,2010.0,72.0,2.0,2.0,0.06,1.0,353.0,False,False,False,True,False,2017,1,3095,15.0,279
0,1,2013.0,859.0,1.0,17.0,0.55,3.0,240.0,False,False,False,True,False,2019,5,2235,12.0,3087
1,0,2021.0,1047.0,5.0,34.0,0.5,4.0,6.0,False,False,False,False,False,2019,6,2194,4.0,142
1,0,2004.0,398.0,7.0,5.0,0.14,5.0,142.0,True,False,False,True,False,2018,8,2515,21.0,3087
0,0,2010.0,1183.0,2.0,31.0,0.46,3.0,291.0,False,False,False,False,False,2019,5,2221,15.0,247
1,1,2006.0,816.0,5.0,2.0,0.06,3.0,131.0,False,True,False,True,False,2016,10,3167,19.0,1382
0,0,2014.0,864.0,4.0,4.0,0.06,2.0,196.0,False,True,False,True,False,2014,5,4053,11.0,811
0,1,2018.0,945.0,4.0,8.0,0.12,3.0,148.0,False,False,False,False,False,2016,12,3098,7.0,379
1,0,2010.0,1157.0,2.0,43.0,0.65,5.0,356.0,False,False,False,False,False,2019,7,2185,15.0,3541
1,1,2016.0,248.0,1.0,1.0,0.02,5.0,157.0,False,False,False,False,False,2016,3,3383,9.0,189
0,1,2014.0,1158.0,8.0,5.0,0.07,4.0,12.0,False,True,False,False,False,2016,1,3457,11.0,911
1,0,2005.0,801.0,2.0,19.0,0.28,3.0,116.0,True,False,False,True,False,2016,1,3458,20.0,811
1,1,2014.0,462.0,1.0,2.0,0.04,2.0,131.0,True,False,False,False,False,2015,7,3634,11.0,911
0,1,2021.0,909.0,5.0,1.0,0.02,3.0,305.0,False,False,False,False,False,2015,1,3820,4.0,1470
0,1,2011.0,464.0,4.0,26.0,0.85,1.0,271.0,True,False,False,True,False,2019,5,2219,14.0,67
1,0,2022.0,1015.0,1.0,2.0,0.03,4.0,9.0,False,True,False,True,False,2016,6,3310,3.0,3087
0,1,2007.0,280.0,3.0,1.0,0.01,1.0,191.0,True,False,False,False,False,2014,1,4191,18.0,3087
1,1,2015.0,396.0,2.0,10.0,0.2,1.0,237.0,False,False,False,False,False,2017,9,2834,10.0,132
1,0,2009.0,912.0,1.0,16.0,0.75,3.0,162.0,False,False,False,True,False,2018,2,2673,16.0,911
1,0,2019.0,637.0,3.0,2.0,0.03,5.0,103.0,False,False,False,False,False,2015,5,3689,6.0,348
1,0,2012.0,906.0,4.0,74.0,1.93,3.0,163.0,True,False,False,False,False,2019,6,2205,13.0,452
0,1,2021.0,890.0,4.0,52.0,0.82,1.0,13.0,False,True,False,False,False,2019,6,2190,4.0,577
1,0,2009.0,88.0,4.0,52.0,0.8,1.0,63.0,False,False,False,False,False,2019,6,2186,16.0,208
1,0,2011.0,370.0,1.0,64.0,0.96,1.0,351.0,False,False,False,True,False,2019,6,2201,14.0,591
0,0,2003.0,1008.0,2.0,28.0,0.55,1.0,49.0,False,False,False,False,False,2018,10,2428,22.0,3087
0,0,2022.0,432.0,2.0,3.0,0.04,3.0,4.0,False,False,False,False,False,2015,12,3480,3.0,1535
0,1,2019.0,903.0,7.0,55.0,1.12,5.0,157.0,False,True,False,False,False,2019,6,2212,6.0,847
1,1,2021.0,1089.0,4.0,6.0,0.1,2.0,110.0,False,False,False,False,False,2019,5,2238,4.0,1470
1,0,2011.0,614.0,3.0,19.0,0.32,3.0,29.0,True,False,False,True,False,2018,1,2709,14.0,811
0,0,2004.0,442.0,9.0,9.0,0.13,2.0,102.0,False,False,False,False,False,2017,9,2849,21.0,1205
1,1,2006.0,384.0,1.0,9.0,0.14,2.0,130.0,False,False,False,True,False,2016,7,3277,19.0,3087
1,0,2007.0,767.0,2.0,8.0,0.12,3.0,71.0,True,False,False,False,False,2017,1,3095,18.0,66
0,1,2014.0,459.0,7.0,27.0,0.4,5.0,108.0,False,False,False,False,False,2016,8,3222,11.0,335
0,0,2013.0,701.0,5.0,77.0,1.14,5.0,114.0,True,False,False,True,False,2018,12,2382,12.0,591
0,1,2006.0,242.0,2.0,6.0,0.95,5.0,132.0,True,False,False,False,False,2019,5,2246,19.0,2017
1,0,2012.0,220.0,3.0,6.0,0.1,3.0,194.0,False,True,False,False,False,2015,5,3689,13.0,222
0,1,2021.0,1071.0,3.0,10.0,0.16,1.0,76.0,True,False,False,True,False,2019,5,2220,4.0,1323
0,0,2018.0,1114.0,3.0,3.0,0.05,3.0,147.0,True,False,False,False,False,2014,11,3859,7.0,3087
0,1,2011.0,652.0,3.0,2.0,0.03,4.0,57.0,False,True,False,True,False,2014,1,4190,14.0,2017
1,1,2014.0,301.0,1.0,19.0,0.28,1.0,281.0,False,False,False,False,False,2015,6,3655,11.0,85
1,0,2012.0,290.0,3.0,2.0,0.07,4.0,175.0,True,False,False,False,False,2017,4,3000,13.0,1337
1,0,2020.0,867.0,2.0,57.0,0.89,2.0,204.0,False,True,False,False,False,2017,3,3030,5.0,360
1,1,2003.0,957.0,3.0,3.0,0.21,5.0,244.0,True,False,False,False,False,2019,1,2364,22.0,268
0,1,2011.0,1156.0,2.0,10.0,0.32,3.0,241.0,False,False,False,True,False,2017,1,3068,14.0,247
0,1,2004.0,400.0,3.0,87.0,1.37,4.0,76.0,False,True,False,True,False,2019,6,2205,21.0,2017
0,1,2012.0,547.0,3.0,7.0,0.1,2.0,324.0,False,True,False,False,False,2019,6,2206,13.0,3087
0,0,2012.0,587.0,3.0,70.0,1.11,5.0,109.0,False,False,False,True,False,2019,5,2220,13.0,3541
0,0,2008.0,959.0,3.0,4.0,0.06,5.0,277.0,True,False,False,False,False,2015,4,3717,17.0,1323
1,1,2005.0,241.0,3.0,7.0,0.69,4.0,203.0,True,False,False,False,False,2019,6,2194,20.0,137
0,1,2011.0,381.0,5.0,8.0,0.21,2.0,36.0,False,True,False,True,False,2018,4,2612,14.0,3541
0,1,2013.0,1180.0,2.0,16.0,0.25,1.0,279.0,False,False,False,False,True,2017,5,2956,12.0,1205
1,1,2007.0,974.0,2.0,4.0,0.06,1.0,245.0,False,True,False,False,False,2016,11,3153,18.0,911
1,0,2005.0,460.0,5.0,44.0,1.68,4.0,73.0,False,True,False,True,False,2019,5,2221,20.0,3087
1,1,2021.0,1099.0,1.0,4.0,0.06,5.0,335.0,True,False,False,False,False,2016,12,3106,4.0,577
0,1,2011.0,915.0,6.0,4.0,0.06,3.0,277.0,False,True,False,False,False,2015,9,3564,14.0,1323
1,1,2018.0,798.0,3.0,80.0,1.74,1.0,139.0,False,True,False,False,False,2019,7,2184,7.0,519
0,0,2021.0,383.0,2.0,96.0,1.52,4.0,313.0,False,True,False,False,False,2018,6,2554,4.0,693
1,1,2022.0,777.0,1.0,98.0,1.55,3.0,288.0,False,False,False,True,False,2019,6,2200,3.0,135
1,0,2009.0,393.0,8.0,37.0,0.59,5.0,68.0,False,True,False,False,False,2018,12,2386,16.0,2418
1,0,2021.0,1185.0,4.0,34.0,0.52,4.0,342.0,True,False,False,False,False,2016,11,3137,4.0,1382
1,0,2008.0,68.0,1.0,4.0,0.06,3.0,170.0,False,True,False,True,False,2014,6,4032,17.0,2017
0,0,2006.0,304.0,2.0,49.0,0.73,2.0,141.0,False,False,False,False,False,2019,7,2179,19.0,3087
0,1,2010.0,985.0,3.0,23.0,0.36,3.0,32.0,False,False,False,False,False,2015,12,3488,15.0,847
0,0,2019.0,875.0,5.0,11.0,0.16,3.0,39.0,False,False,False,True,False,2018,3,2663,6.0,836
1,1,2008.0,706.0,3.0,1.0,0.04,2.0,11.0,False,True,False,True,False,2017,5,2952,17.0,25
0,1,2021.0,326.0,5.0,25.0,0.42,3.0,89.0,True,False,False,False,False,2018,8,2496,4.0,250
0,1,2021.0,632.0,2.0,14.0,0.29,1.0,328.0,True,False,False,False,False,2016,5,3327,4.0,1323
1,1,2016.0,990.0,2.0,4.0,0.19,2.0,3.0,False,False,False,True,False,2019,4,2276,9.0,767
0,1,2009.0,114.0,2.0,8.0,0.13,1.0,194.0,True,False,False,False,False,2015,1,3826,16.0,247
0,1,2003.0,374.0,1.0,1.0,0.02,1.0,206.0,False,False,False,True,False,2014,4,4080,22.0,323
0,1,2007.0,216.0,5.0,44.0,0.77,3.0,54.0,False,False,False,True,False,2019,6,2188,18.0,1205
1,0,2011.0,520.0,2.0,12.0,0.21,4.0,189.0,False,False,False,False,False,2018,11,2403,14.0,911
0,1,2022.0,653.0,1.0,52.0,0.82,5.0,262.0,False,False,False,True,False,2019,6,2199,3.0,3087
0,1,2007.0,1060.0,1.0,1.0,0.01,1.0,289.0,False,True,False,True,False,2014,1,4189,18.0,1470
0,1,2005.0,1111.0,3.0,2.0,0.04,5.0,94.0,False,False,False,False,False,2015,8,3612,20.0,1535
1,1,2007.0,121.0,2.0,8.0,0.25,3.0,270.0,True,False,False,True,False,2018,6,2562,18.0,2017
0,1,2006.0,380.0,1.0,10.0,0.16,4.0,104.0,True,False,False,True,False,2014,10,3908,19.0,335
1,1,2011.0,524.0,7.0,29.0,0.46,3.0,72.0,False,False,False,False,False,2018,11,2403,14.0,1205
0,0,2014.0,471.0,1.0,1.0,0.02,1.0,26.0,True,False,False,False,False,2015,10,3541,11.0,2017
0,0,2007.0,1002.0,5.0,98.0,1.73,5.0,324.0,True,False,False,True,False,2019,6,2192,18.0,1535
1,0,2007.0,767.0,3.0,40.0,0.63,2.0,302.0,False,True,False,True,False,2019,5,2228,18.0,2017
0,0,2008.0,620.0,1.0,5.0,0.14,1.0,227.0,True,False,False,False,False,2016,8,3225,17.0,1323
0,1,2020.0,674.0,3.0,90.0,1.39,2.0,76.0,True,False,False,True,False,2019,6,2199,5.0,3541
1,0,2012.0,280.0,2.0,13.0,0.45,5.0,47.0,False,False,False,True,False,2017,8,2868,13.0,2418
1,0,2008.0,228.0,2.0,13.0,0.36,4.0,340.0,True,False,False,True,False,2019,5,2228,17.0,520
1,0,2021.0,995.0,3.0,82.0,1.29,4.0,129.0,False,False,False,True,False,2018,4,2619,4.0,2418
1,1,2011.0,873.0,4.0,3.0,0.06,5.0,23.0,False,True,False,True,False,2015,8,3599,14.0,452
1,1,2009.0,868.0,7.0,14.0,0.24,2.0,355.0,False,True,False,True,False,2019,5,2239,16.0,360
0,1,2013.0,973.0,2.0,6.0,0.1,2.0,119.0,True,False,False,False,False,2019,1,2365,12.0,3087
0,0,2016.0,1166.0,3.0,25.0,0.4,5.0,306.0,False,False,False,False,False,2017,5,2954,9.0,1382
1,1,2021.0,198.0,4.0,8.0,0.12,2.0,248.0,False,False,False,False,False,2017,12,2738,4.0,847
1,0,2005.0,613.0,2.0,94.0,2.55,1.0,198.0,True,False,False,False,False,2019,6,2193,20.0,3541
0,0,2008.0,635.0,2.0,79.0,1.22,2.0,63.0,False,False,False,True,False,2019,6,2207,17.0,2418
1,0,2014.0,909.0,5.0,3.0,0.05,3.0,312.0,False,False,False,False,False,2014,9,3941,11.0,1205
0,1,2011.0,301.0,5.0,9.0,0.15,1.0,350.0,False,False,False,False,False,2018,9,2485,14.0,1535
1,1,2017.0,265.0,8.0,23.0,0.36,2.0,296.0,True,False,False,False,False,2019,6,2201,8.0,400
1,1,2022.0,773.0,2.0,2.0,0.06,1.0,196.0,False,True,False,False,False,2017,1,3092,3.0,1323
1,1,2010.0,124.0,2.0,1.0,0.16,1.0,222.0,True,False,False,True,False,2018,12,2370,15.0,2017
1,1,2006.0,1097.0,5.0,81.0,1.26,1.0,82.0,True,False,False,False,False,2019,7,2183,19.0,767
0,1,2006.0,185.0,2.0,3.0,0.05,1.0,145.0,False,True,False,False,False,2016,1,3461,19.0,1205
1,0,2013.0,416.0,7.0,9.0,0.14,4.0,206.0,False,True,False,True,False,2017,9,2832,12.0,767
0,1,2004.0,1049.0,2.0,38.0,0.6,2.0,61.0,False,False,False,True,False,2019,6,2198,21.0,66
1,1,2012.0,342.0,1.0,8.0,0.15,2.0,2.0,False,False,False,False,False,2019,2,2327,13.0,577
0,0,2014.0,520.0,4.0,9.0,0.22,1.0,14.0,False,True,False,False,False,2019,6,2213,11.0,3541
1,1,2020.0,211.0,2.0,4.0,0.06,4.0,300.0,False,True,False,False,False,2018,5,2591,5.0,400
1,1,2008.0,705.0,2.0,2.0,0.03,5.0,202.0,True,False,False,False,False,2014,9,3921,17.0,1382
1,0,2003.0,129.0,6.0,65.0,1.19,3.0,352.0,False,False,False,False,False,2019,7,2181,22.0,348
0,1,2011.0,436.0,1.0,59.0,1.0,3.0,265.0,False,False,False,True,False,2018,8,2494,14.0,911
0,0,2008.0,1082.0,3.0,9.0,0.27,2.0,73.0,False,False,False,False,False,2018,8,2494,17.0,847
1,1,2009.0,1110.0,1.0,21.0,0.38,1.0,8.0,False,True,False,False,False,2018,7,2550,16.0,1323
1,1,2016.0,583.0,3.0,3.0,0.07,4.0,50.0,False,False,False,True,False,2016,4,3365,9.0,208
1,1,2012.0,764.0,2.0,2.0,0.05,4.0,339.0,True,False,False,True,False,2016,9,3196,13.0,2418
1,0,2009.0,434.0,4.0,8.0,0.19,3.0,13.0,False,False,False,True,False,2018,8,2489,16.0,3087
0,0,2019.0,1002.0,7.0,19.0,0.31,2.0,202.0,True,False,False,False,False,2016,7,3250,6.0,577
0,1,2007.0,268.0,2.0,26.0,0.68,5.0,197.0,True,False,False,True,False,2019,3,2307,18.0,3087
1,0,2022.0,439.0,2.0,17.0,0.27,5.0,252.0,False,True,False,True,False,2018,10,2437,3.0,767
0,1,2009.0,621.0,7.0,1.0,1.0,2.0,293.0,False,True,False,False,False,2019,6,2186,16.0,577
0,0,2022.0,479.0,2.0,47.0,0.74,3.0,246.0,False,True,False,False,False,2019,7,2185,3.0,847
1,1,2015.0,523.0,3.0,20.0,0.32,4.0,300.0,True,False,False,False,False,2019,1,2365,10.0,1205
1,0,2019.0,784.0,2.0,11.0,0.2,5.0,88.0,False,False,False,True,False,2015,12,3488,6.0,76
1,1,2013.0,903.0,5.0,11.0,0.27,4.0,302.0,True,False,False,False,False,2017,9,2824,12.0,2017
1,0,2009.0,631.0,3.0,10.0,0.15,2.0,314.0,True,False,False,False,False,2019,1,2366,16.0,2017
1,1,2014.0,1192.0,1.0,4.0,0.11,2.0,313.0,False,False,False,True,False,2018,7,2522,11.0,2418
1,0,2004.0,552.0,1.0,28.0,0.45,2.0,47.0,False,True,False,False,False,2015,6,3669,21.0,1382
0,0,2015.0,896.0,4.0,2.0,0.03,1.0,64.0,False,False,False,False,False,2014,4,4082,10.0,836
0,1,2012.0,197.0,7.0,22.0,0.46,3.0,260.0,False,False,False,False,False,2019,6,2187,13.0,279
1,0,2019.0,381.0,2.0,2.0,0.04,4.0,353.0,False,True,False,False,False,2015,9,3558,6.0,279
0,1,2004.0,57.0,5.0,1.0,0.05,4.0,204.0,False,True,False,False,False,2018,1,2726,21.0,2017
0,1,2022.0,457.0,2.0,25.0,0.39,3.0,107.0,False,True,False,False,False,2019,4,2250,3.0,418
0,1,2022.0,148.0,2.0,2.0,0.03,5.0,147.0,True,False,False,False,False,2015,6,3655,3.0,1205
0,1,2019.0,210.0,3.0,11.0,0.18,2.0,288.0,False,False,False,False,False,2018,8,2517,6.0,1323
1,1,2003.0,594.0,2.0,28.0,0.43,3.0,104.0,True,False,False,False,False,2018,1,2730,22.0,89
0,0,2017.0,372.0,1.0,3.0,0.06,5.0,282.0,False,True,False,False,False,2017,8,2856,8.0,1205
0,0,2018.0,139.0,5.0,42.0,0.64,3.0,264.0,False,False,False,True,False,2019,6,2186,7.0,379
1,0,2020.0,261.0,3.0,7.0,0.15,2.0,157.0,True,False,False,True,False,2019,5,2225,5.0,1323
0,1,2014.0,327.0,5.0,1.0,0.02,1.0,285.0,False,False,False,True,False,2016,2,3408,11.0,1382
0,1,2012.0,694.0,1.0,2.0,0.03,1.0,209.0,False,True,False,False,False,2014,6,4016,13.0,577
0,0,2019.0,642.0,2.0,5.0,0.08,1.0,80.0,False,True,False,False,False,2016,12,3098,6.0,1205
0,0,2008.0,314.0,4.0,21.0,0.33,1.0,20.0,False,True,False,False,False,2019,2,2321,17.0,452
1,0,2020.0,521.0,1.0,5.0,0.12,4.0,207.0,True,False,False,False,False,2016,3,3374,5.0,279
1,0,2004.0,539.0,3.0,41.0,0.96,4.0,126.0,False,False,False,False,False,2019,6,2199,21.0,250
1,0,2022.0,1035.0,1.0,21.0,0.36,5.0,105.0,False,False,False,True,False,2018,10,2448,3.0,1323
1,1,2016.0,431.0,4.0,3.0,0.05,5.0,60.0,True,False,False,True,False,2016,1,3458,9.0,3087
0,0,2003.0,442.0,1.0,15.0,0.29,3.0,263.0,False,False,False,False,False,2015,9,3560,22.0,247
1,1,2010.0,925.0,2.0,6.0,0.24,2.0,105.0,False,True,False,False,False,2019,6,2186,15.0,7
0,0,2008.0,569.0,2.0,5.0,0.19,4.0,296.0,False,False,False,False,False,2019,5,2220,17.0,335
1,0,2011.0,369.0,2.0,1.0,0.02,2.0,170.0,False,False,False,False,False,2015,10,3554,14.0,279
1,0,2012.0,484.0,2.0,13.0,0.22,5.0,54.0,False,True,False,True,False,2018,7,2537,13.0,349
0,1,2022.0,1143.0,2.0,48.0,0.73,2.0,351.0,False,True,False,False,False,2016,11,3131,3.0,1323
0,1,2015.0,506.0,3.0,8.0,0.16,4.0,345.0,True,False,False,False,False,2015,6,3656,10.0,250
0,0,2003.0,804.0,5.0,9.0,0.19,2.0,353.0,True,False,False,False,False,2015,11,3505,22.0,1535
1,1,2013.0,784.0,3.0,1.0,0.07,2.0,344.0,False,False,False,True,False,2018,5,2594,12.0,250
1,0,2020.0,370.0,1.0,7.0,0.14,5.0,243.0,True,False,False,False,False,2019,1,2365,5.0,1323
0,1,2010.0,818.0,2.0,3.0,0.06,1.0,335.0,False,True,False,False,False,2015,10,3536,15.0,3087
0,0,2004.0,1035.0,2.0,97.0,1.83,3.0,226.0,False,True,False,False,False,2019,7,2180,21.0,234
1,0,2013.0,909.0,4.0,2.0,0.04,2.0,181.0,True,False,False,True,False,2015,12,3467,12.0,2017
0,1,2011.0,231.0,5.0,8.0,0.26,4.0,254.0,True,False,False,True,False,2019,6,2209,14.0,577
0,1,2005.0,513.0,1.0,5.0,0.14,4.0,198.0,True,False,False,False,False,2018,1,2727,20.0,279
1,1,2016.0,572.0,2.0,3.0,0.06,3.0,75.0,False,True,False,False,False,2016,6,3296,9.0,1205
1,1,2006.0,244.0,2.0,14.0,0.33,2.0,180.0,False,False,False,False,False,2019,6,2215,19.0,1205
1,0,2003.0,122.0,7.0,2.0,0.04,3.0,87.0,True,False,False,False,False,2019,1,2365,22.0,9
0,1,2018.0,1050.0,1.0,8.0,0.16,4.0,143.0,False,True,False,False,False,2016,9,3194,7.0,1535
1,0,2018.0,1014.0,3.0,5.0,0.08,2.0,258.0,False,True,False,True,False,2019,1,2340,7.0,3541
1,1,2011.0,1053.0,3.0,33.0,0.77,1.0,223.0,True,False,False,False,False,2019,4,2257,14.0,135
1,0,2019.0,103.0,1.0,11.0,0.26,2.0,279.0,True,False,False,False,False,2018,7,2550,6.0,1535
0,1,2014.0,503.0,4.0,4.0,0.07,1.0,6.0,False,False,False,True,False,2015,3,3758,11.0,2017
1,1,2010.0,175.0,1.0,52.0,0.79,1.0,237.0,False,False,False,False,False,2019,7,2185,15.0,37
1,1,2008.0,704.0,2.0,30.0,0.47,2.0,165.0,False,False,False,False,False,2016,6,3309,17.0,1323
1,0,2005.0,1120.0,2.0,3.0,0.09,2.0,154.0,False,False,False,False,False,2017,7,2886,20.0,1205
1,0,2011.0,663.0,1.0,4.0,0.06,5.0,258.0,False,False,False,True,False,2015,2,3775,14.0,348
0,1,2008.0,409.0,3.0,1.0,0.56,4.0,204.0,False,False,False,True,False,2019,5,2231,17.0,2418
1,1,2022.0,238.0,7.0,32.0,0.5,2.0,269.0,False,True,False,False,False,2019,6,2214,3.0,85
1,0,2019.0,445.0,3.0,13.0,0.22,1.0,357.0,False,False,False,False,False,2017,1,3096,6.0,3087
1,0,2004.0,203.0,2.0,80.0,1.22,1.0,90.0,False,False,False,True,False,2019,7,2183,21.0,577
